county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
Campbell County,47013,47013,TN,Tennessee,.0709779,NULL,.0709779,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8809741,.7862767,.8840187,.0343941,54697,39578,55152
Cannon County,47015,47015,TN,Tennessee,.1136364,NULL,.1136364,NULL,NULL,NULL,.24,n/a**,.24,NULL,NULL,NULL,NULL,NULL,NULL,.8617927,.8237624,.8638186,.0578849,60817,45331,61640
Carroll County,47017,47017,TN,Tennessee,.1252847,NULL,.125,20039,NULL,20231,.1090909,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.828486,.8554448,.824297,.1525448,54220,41620,56070
Carter County,47019,47019,TN,Tennessee,.1097955,NULL,.1101418,14561,NULL,14494,.1862745,n/a**,.1881188,NULL,NULL,NULL,149,NULL,153,.8324471,.8546032,.8315744,.0501676,50467,44604,50701
Cheatham County,47021,47021,TN,Tennessee,.1423895,NULL,.1423895,15529,NULL,15529,.1264368,n/a**,.1264368,NULL,NULL,NULL,138,NULL,138,.8041664,.7810975,.8056129,.0688973,69665,58467,70325
Chester County,47023,47023,TN,Tennessee,.1454545,NULL,.1459854,NULL,NULL,NULL,.15,n/a**,.15,NULL,NULL,NULL,NULL,NULL,NULL,.8363339,.8442249,.8352613,.1432653,58547,44130,60718
Claiborne County,47025,47025,TN,Tennessee,.1351351,NULL,.1357285,19948,NULL,18034,.0571429,n/a**,.0588235,NULL,NULL,NULL,138,NULL,140,.8480811,.8313253,.8487202,.0455192,48836,21520,49753
Clay County,47027,47027,TN,Tennessee,.1071429,NULL,.1071429,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.853798,.9692982,.8488914,.0556857,45705,41199,45910
Cocke County,47029,47029,TN,Tennessee,.0838926,NULL,.080895,16335,NULL,NULL,.2,n/a**,.212766,NULL,NULL,NULL,NULL,NULL,NULL,.8922387,.865105,.8936285,.0661365,48622,75801,47258
Coffee County,47031,47031,TN,Tennessee,.1300211,NULL,.1310419,14093,NULL,14204,.1382114,n/a**,.1311475,NULL,NULL,NULL,93,NULL,93,.8041245,.8265951,.8020278,.1097908,64384,61491,64677
Crockett County,47033,47033,TN,Tennessee,.1072961,NULL,.1101322,NULL,NULL,NULL,.12,n/a**,.12,NULL,NULL,NULL,NULL,NULL,NULL,.8698964,.9159585,.8572723,.2582247,55463,46298,57849
Cumberland County,47035,47035,TN,Tennessee,.0799624,NULL,.0801158,14240,NULL,14240,.1176471,n/a**,.1204819,NULL,NULL,NULL,125,NULL,132,.8173144,.7255113,.8213204,.0547805,56496,66470,56150
Davidson County,47037,47037,TN,Tennessee,.2020711,.2212245,.1839457,24366,23300,23791,.1167558,.1660517,.1017812,14814,NULL,14910,186,174,203,.5769997,.7334099,.4796119,.4400386,87535,63193,102702
Decatur County,47039,47039,TN,Tennessee,.0677966,NULL,.0677966,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.8724833,.9222904,.8693826,.0822563,58466,42920,59449
DeKalb County,47041,47041,TN,Tennessee,.0948012,NULL,.0948012,NULL,NULL,NULL,.0645161,n/a**,.0645161,NULL,NULL,NULL,NULL,NULL,NULL,.8433157,.9235088,.8341977,.1167798,64331,57021,64975
Dickson County,47043,47043,TN,Tennessee,.1325301,NULL,.1329268,17129,NULL,16755,.1727273,n/a**,.1651376,NULL,NULL,NULL,122,NULL,122,.8459418,.8795267,.8430834,.1030238,67864,52387,68990
Dyer County,47045,47045,TN,Tennessee,.1304348,NULL,.1278863,18205,NULL,17047,.2,n/a**,.1944444,NULL,NULL,NULL,NULL,NULL,NULL,.8307481,.8704776,.8230217,.1986907,62859,49994,65285
Fayette County,47047,47047,TN,Tennessee,.1418637,NULL,.1340909,24517,NULL,28661,.1568627,n/a*,.0677966,NULL,NULL,NULL,144,NULL,NULL,.7832521,.8799661,.744617,.3183261,79807,47953,93103
Fentress County,47049,47049,TN,Tennessee,.0990099,NULL,.0990099,NULL,NULL,NULL,.0666667,n/a**,.0666667,NULL,NULL,NULL,NULL,NULL,NULL,.863929,.9080882,.8629653,.033789,45425,29770,45769
Franklin County,47051,47051,TN,Tennessee,.0768049,NULL,.0768049,12618,NULL,12618,.06,n/a**,.06,NULL,NULL,NULL,NULL,NULL,NULL,.7927921,.8507891,.7864685,.114232,67080,48543,68902
Gibson County,47053,47053,TN,Tennessee,.1430575,NULL,.1444759,14454,NULL,14454,.1372549,n/a**,.1372549,NULL,NULL,NULL,124,NULL,124,.8216037,.8584849,.8122809,.2319268,56155,38443,60798
Giles County,47055,47055,TN,Tennessee,.1544715,NULL,.155102,11469,NULL,11469,.1447368,n/a*,.1447368,NULL,NULL,NULL,NULL,NULL,NULL,.8486644,.8920254,.8417436,.1564782,59213,49995,60529
Grainger County,47057,47057,TN,Tennessee,.0613333,NULL,.0613333,NULL,NULL,NULL,.0869565,n/a**,.0869565,NULL,NULL,NULL,NULL,NULL,NULL,.8944054,.8377193,.8968545,.0544475,55065,50489,55248
Greene County,47059,47059,TN,Tennessee,.0980392,NULL,.0974729,15271,NULL,15271,.1545455,n/a**,.1481481,NULL,NULL,NULL,150,NULL,151,.8209878,.7738735,.8233835,n/a**,61071,33015,62915
Grundy County,47061,47061,TN,Tennessee,.0627803,NULL,.0627803,NULL,NULL,NULL,.2142857,n/a**,.2142857,NULL,NULL,NULL,NULL,NULL,NULL,.8787879,.9136637,.8729861,.1636036,49744,42907,51213
Hamblen County,47063,47063,TN,Tennessee,.0941065,NULL,.0930902,16320,NULL,16320,.1414141,n/a**,.1340206,NULL,NULL,NULL,136,NULL,150,.8390799,.9225194,.8263063,.1834013,55363,36468,58926
Hamilton County,47065,47065,TN,Tennessee,.1634134,.1751101,.1609095,18856,18800,19565,.1099366,.2075472,.0923913,13169,NULL,15339,157,154,160,.6882457,.8258429,.6424418,.2915868,79174,49857,89183
Hancock County,47067,47067,TN,Tennessee,.0540541,NULL,.0540541,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.8848003,.8139535,.8874431,.0305239,46443,21249,47315
Hardeman County,47069,47069,TN,Tennessee,.1810585,NULL,.1619048,18466,NULL,NULL,.1692308,n/a*,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8864437,.920945,.8617794,.4550505,49944,45373,52766
Hardin County,47071,47071,TN,Tennessee,.0675676,NULL,.0675676,NULL,NULL,NULL,.2333333,n/a**,.2333333,NULL,NULL,NULL,NULL,NULL,NULL,.8606328,.8554034,.8610307,.0819914,55860,37683,57241
Hawkins County,47073,47073,TN,Tennessee,.0790791,NULL,.0790791,23016,NULL,23016,.1392405,n/a**,.1392405,NULL,NULL,NULL,174,NULL,174,.8597782,.8475452,.8602623,.0480479,55466,47715,55755
Haywood County,47075,47075,TN,Tennessee,.1796875,NULL,NULL,NULL,NULL,NULL,.2173913,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8741065,.9388646,.8037288,.5582991,53838,45176,63706
Henderson County,47077,47077,TN,Tennessee,.1,NULL,.1,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.8621082,.9304011,.8539242,.1242327,54443,33725,57474
Henry County,47079,47079,TN,Tennessee,.1252485,NULL,.1252485,17575,NULL,17575,.1269841,n/a**,.1269841,NULL,NULL,NULL,NULL,NULL,NULL,.8292641,.8820269,.8228626,.1258713,53556,43083,54829
Hickman County,47081,47081,TN,Tennessee,.0943396,NULL,.0945946,NULL,NULL,NULL,.1428571,n/a*,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.8902305,.9529973,.8844138,.0958343,60591,38957,61817
Houston County,47083,47083,TN,Tennessee,.0683761,NULL,.0683761,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8941238,.8272251,.8988827,.0788894,56636,28755,59033
Humphreys County,47085,47085,TN,Tennessee,.1447368,NULL,.1447368,NULL,NULL,NULL,.1818182,n/a**,.1818182,NULL,NULL,NULL,NULL,NULL,NULL,.8670604,.7955936,.8718389,.0733159,56172,38076,57305
Jackson County,47087,47087,TN,Tennessee,.1162791,NULL,.1162791,NULL,NULL,NULL,.12,n/a**,.12,NULL,NULL,NULL,NULL,NULL,NULL,.9099603,.880531,.9107571,.0448558,47723,53496,47599
Jefferson County,47089,47089,TN,Tennessee,.1004515,NULL,.1004515,17166,NULL,17166,.1123595,n/a**,.1123595,NULL,NULL,NULL,160,NULL,160,.8356987,.8983573,.8322641,.076455,64654,47580,65529
Johnson County,47091,47091,TN,Tennessee,.0931174,NULL,.0931174,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8866451,.9690909,.8793712,.0726854,48422,28744,48986
Knox County,47093,47093,TN,Tennessee,.1598865,.15625,.1617109,21361,NULL,21279,.1031276,0,.1014493,14800,NULL,16003,156,NULL,156,.637619,.7210712,.6228489,.1776487,77584,49575,83183
Lake County,47095,47095,TN,Tennessee,.0945946,NULL,.0945946,NULL,NULL,NULL,.2857143,n/a**,.2857143,NULL,NULL,NULL,NULL,NULL,NULL,.8956015,.9445999,.8729995,.3321818,56301,41856,60240
Lauderdale County,47097,47097,TN,Tennessee,.1273713,NULL,.1566265,NULL,NULL,NULL,.1914894,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.912447,.9305984,.9021663,.3924782,49469,39136,55522
Lawrence County,47099,47099,TN,Tennessee,.1091772,NULL,.1091772,21124,NULL,21124,.115942,n/a**,.115942,NULL,NULL,NULL,NULL,NULL,NULL,.8752423,.861244,.8759891,.0629294,53405,61982,53003
Lewis County,47101,47101,TN,Tennessee,.1071429,NULL,.1071429,NULL,NULL,NULL,.1904762,n/a**,.1904762,NULL,NULL,NULL,NULL,NULL,NULL,.8850711,1,.8789769,.065741,52639,37864,53373
Lincoln County,47103,47103,TN,Tennessee,.1136767,NULL,.1136767,23075,NULL,23075,.0625,n/a**,.0625,NULL,NULL,NULL,160,NULL,160,.8124079,.9070295,.8005403,.1294533,61014,41398,63592
Loudon County,47105,47105,TN,Tennessee,.0788571,NULL,.0788571,13845,NULL,13845,.115942,n/a**,.115942,NULL,NULL,NULL,130,NULL,130,.7372895,.8246539,.7296574,.119628,74705,63335,75630
McMinn County,47107,47107,TN,Tennessee,.0957096,NULL,.0956618,19394,NULL,19356,.137931,n/a**,.127907,NULL,NULL,NULL,140,NULL,140,.8419865,.8068249,.8454878,.1060391,58593,53544,59098
McNairy County,47109,47109,TN,Tennessee,.1228501,NULL,.1228501,15456,NULL,15456,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8727343,.9155844,.8687617,.1002587,49865,38273,50804
Macon County,47111,47111,TN,Tennessee,.0814249,NULL,.0814249,NULL,NULL,NULL,.21875,n/a**,.21875,NULL,NULL,NULL,NULL,NULL,NULL,.8997535,.8892186,.9004726,.0785115,55081,48925,55480
Madison County,47113,47113,TN,Tennessee,.1748849,NULL,.1059322,21471,NULL,NULL,.1203008,n/a*,.08,NULL,NULL,NULL,148,NULL,NULL,.750236,.824041,.7026106,.4430716,67782,50828,79730
Marion County,47115,47115,TN,Tennessee,.0956341,NULL,.0956341,NULL,NULL,NULL,.0652174,n/a**,.0652174,NULL,NULL,NULL,NULL,NULL,NULL,.8839501,.8801973,.8842323,.0809023,59882,46866,60864
Marshall County,47117,47117,TN,Tennessee,.1178707,NULL,.1178707,18582,NULL,18582,.0645161,n/a**,.0645161,NULL,NULL,NULL,121,NULL,121,.8565304,.9414397,.8448426,.1479439,62886,47014,65039
Maury County,47119,47119,TN,Tennessee,.1539782,NULL,.1547756,19380,NULL,19380,.1115242,n/a**,.1115242,NULL,NULL,NULL,165,NULL,165,.7758065,.8391718,.7615589,.2100806,72552,53607,77004
Meigs County,47121,47121,TN,Tennessee,.1075949,NULL,.1075949,NULL,NULL,NULL,.2352941,n/a**,.2352941,NULL,NULL,NULL,NULL,NULL,NULL,.8948655,.8959391,.8948139,.0570975,57326,58798,57271
Monroe County,47123,47123,TN,Tennessee,.0954357,NULL,.0955679,17238,NULL,17238,.057971,n/a**,.057971,NULL,NULL,NULL,NULL,NULL,NULL,.8720381,.9102021,.8693539,.088761,53286,37850,54362
Montgomery County,47125,47125,TN,Tennessee,.2231884,NULL,.2179894,22606,NULL,25313,.1255411,n/a**,.1092233,11842,NULL,NULL,161,NULL,168,.6933738,.6788719,.7007046,.378286,71266,66393,73840
Moore County,47127,47127,TN,Tennessee,.1666667,NULL,.1666667,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.7931035,.6371308,.8016682,.0689655,73086,56474,74635
Morgan County,47129,47129,TN,Tennessee,.0766773,NULL,.0766773,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.9268417,.9858906,.9222291,.0676977,55123,32782,55294
Obion County,47131,47131,TN,Tennessee,.1138393,NULL,.1161731,10071,NULL,10071,.0980392,n/a**,.0980392,NULL,NULL,NULL,NULL,NULL,NULL,.8505521,.9243491,.8392337,.1682176,54843,32878,58257
Overton County,47133,47133,TN,Tennessee,.0945559,NULL,.0945559,NULL,NULL,NULL,.2121212,n/a**,.2121212,NULL,NULL,NULL,NULL,NULL,NULL,.868862,.8756477,.8686875,.0377204,49885,50163,49879
Perry County,47135,47135,TN,Tennessee,.0564516,NULL,.0564516,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8847604,.78125,.8924234,.0778564,69509,23247,72972
Pickett County,47137,47137,TN,Tennessee,.1066667,NULL,.1066667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.9131345,.96,.9125133,.0112028,54047,24835,54313
Polk County,47139,47139,TN,Tennessee,.1052632,NULL,.1052632,NULL,NULL,NULL,.1333333,n/a**,.1333333,NULL,NULL,NULL,NULL,NULL,NULL,.889818,.9073724,.8890222,.0489215,59013,38008,59918
Putnam County,47141,47141,TN,Tennessee,.1383855,NULL,.1384487,14636,NULL,14298,.0892857,n/a**,.0903615,NULL,NULL,NULL,119,NULL,117,.7553593,.7860677,.751881,.1189452,61425,53993,62237
Rhea County,47143,47143,TN,Tennessee,.0838323,NULL,.0838323,NULL,NULL,NULL,.1904762,n/a**,.1904762,NULL,NULL,NULL,NULL,NULL,NULL,.8481455,.8817734,.8458295,.0941216,55770,55901,55763
Roane County,47145,47145,TN,Tennessee,.1102941,NULL,.1102941,15998,NULL,15998,.1714286,n/a**,.1714286,NULL,NULL,NULL,122,NULL,122,.8053522,.7610147,.8080676,.0707602,67077,61384,67446
Robertson County,47147,47147,TN,Tennessee,.1398964,NULL,.1401384,14609,NULL,14609,.0987654,n/a**,.0987654,NULL,NULL,NULL,143,NULL,143,.7970358,.9154907,.7792486,.1700135,83572,52098,88164
Rutherford County,47149,47149,TN,Tennessee,.198956,NULL,.1976061,20114,NULL,19646,.1130172,n/a**,.1188571,12673,NULL,12814,159,NULL,161,.6973946,.7025412,.6955659,.3013697,77231,66149,81332
Scott County,47151,47151,TN,Tennessee,.1016043,NULL,.1016043,NULL,NULL,NULL,.131579,n/a**,.131579,NULL,NULL,NULL,NULL,NULL,NULL,.9064705,.9598854,.9051878,.0266011,47174,35267,47429
Sequatchie County,47153,47153,TN,Tennessee,.1190476,NULL,.1190476,NULL,NULL,NULL,.08,n/a**,.08,NULL,NULL,NULL,NULL,NULL,NULL,.8542876,.9679145,.8478786,.062797,58580,53102,58865
Sevier County,47155,47155,TN,Tennessee,.0942957,NULL,.0962567,15227,NULL,15227,.0925926,n/a**,.0925926,NULL,NULL,NULL,118,NULL,118,.8516073,.907716,.8483095,n/a**,60363,37256,61794
Shelby County,47157,47157,TN,Tennessee,.2113384,.2259556,.1780501,21952,20012,21158,.1380905,.1909959,.0761347,11487,11005,9846,162,146,168,.6851497,.7819517,.539571,.645743,70862,50986,102652
Smith County,47159,47159,TN,Tennessee,.1083916,NULL,.1083916,NULL,NULL,NULL,.0645161,n/a**,.0645161,NULL,NULL,NULL,NULL,NULL,NULL,.8763109,.8618582,.8772472,.0697913,67641,148789,62715
Stewart County,47161,47161,TN,Tennessee,.1728395,NULL,.1728395,NULL,NULL,NULL,.0952381,n/a**,.0952381,NULL,NULL,NULL,NULL,NULL,NULL,.8514436,.7997076,.8554462,.0789414,54536,40212,55048
Sullivan County,47163,47163,TN,Tennessee,.1136616,NULL,.1132287,23636,NULL,23636,.0977199,n/a**,.0957096,NULL,NULL,NULL,159,NULL,159,.7554963,.7354942,.7564082,.0670396,65798,50369,66549
Sumner County,47165,47165,TN,Tennessee,.168691,NULL,.1686421,16788,NULL,17051,.09,n/a**,.0903614,NULL,NULL,NULL,134,NULL,134,.7378298,.8132935,.7255982,.1636984,88937,88843,88951
Tipton County,47167,47167,TN,Tennessee,.1734358,NULL,.1732102,16047,NULL,16402,.0886076,n/a*,.0933333,NULL,NULL,NULL,115,NULL,115,.8331291,.8541248,.8272333,.240927,75662,69878,77388
Trousdale County,47169,47169,TN,Tennessee,.1338028,NULL,.1338028,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8317388,.8760684,.8243937,.1552282,59870,45690,62257
Unicoi County,47171,47171,TN,Tennessee,.0537634,NULL,.0537634,NULL,NULL,NULL,.1333333,n/a**,.1333333,NULL,NULL,NULL,NULL,NULL,NULL,.8517647,.815873,.8535671,.0655793,51747,50559,51799
Union County,47173,47173,TN,Tennessee,.0924092,NULL,.0924092,NULL,NULL,NULL,.1785714,n/a**,.1785714,NULL,NULL,NULL,NULL,NULL,NULL,.9146529,.8041958,.9182466,.0358161,57030,39787,57421
Van Buren County,47175,47175,TN,Tennessee,.1333333,NULL,.1333333,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.9145279,.9473684,.9129899,.0399719,49322,34748,50096
Warren County,47177,47177,TN,Tennessee,.0832049,NULL,.085443,14687,NULL,14687,.0740741,n/a**,.0740741,NULL,NULL,NULL,NULL,NULL,NULL,.86007,.8650147,.8594549,.1446829,54492,42547,55753
Washington County,47179,47179,TN,Tennessee,.1363011,NULL,.1373371,19490,NULL,19490,.1212121,n/a**,.1220339,NULL,NULL,NULL,147,NULL,147,.66922,.5534694,.681596,.1171243,68336,53184,70103
Wayne County,47181,47181,TN,Tennessee,.0441176,NULL,.0441176,NULL,NULL,NULL,.5555555,n/a**,.5555555,NULL,NULL,NULL,NULL,NULL,NULL,.8882421,.9300096,.8843361,.0989849,50310,42210,50665
Weakley County,47183,47183,TN,Tennessee,.1536842,NULL,.1536842,18610,NULL,18610,.109589,n/a**,.109589,NULL,NULL,NULL,NULL,NULL,NULL,.7845473,.8410062,.7784085,.1302266,52040,40239,53272
White County,47185,47185,TN,Tennessee,.0977778,NULL,.0977778,NULL,NULL,NULL,.1363636,n/a**,.1363636,NULL,NULL,NULL,NULL,NULL,NULL,.8646911,.8359281,.8660384,.0641083,53329,56464,53224
Williamson County,47187,47187,TN,Tennessee,.1397121,NULL,.139449,22195,NULL,21735,.0525253,n/a**,.0529532,NULL,NULL,NULL,210,NULL,210,.3737553,.4185513,.3662168,.1571232,144348,147753,143812
Wilson County,47189,47189,TN,Tennessee,.164557,NULL,.1645244,19421,NULL,19560,.0897436,n/a**,.0911458,NULL,NULL,NULL,164,NULL,165,.6771088,.6522181,.6808814,.1543111,90808,87940,91162
Anderson County,48001,48001,TX,Texas,.1097561,NULL,.1182266,17118,NULL,NULL,.1728395,n/a*,.1666667,NULL,NULL,NULL,125,NULL,NULL,.8826204,.9458546,.8426451,.4070131,55852,42162,61027
Andrews County,48003,48003,TX,Texas,.106383,NULL,NULL,NULL,NULL,NULL,.1,n/a**,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8960415,.9536741,.8307878,.5950724,94962,89412,100800
Angelina County,48005,48005,TX,Texas,.1001431,NULL,.114514,13716,NULL,14197,.15,n/a**,.1511628,NULL,NULL,NULL,120,NULL,120,.831221,.8720365,.8100648,.4012998,58743,45531,64802
Aransas County,48007,48007,TX,Texas,.1036866,NULL,.1049724,NULL,NULL,NULL,.1333333,n/a**,.1052632,NULL,NULL,NULL,NULL,NULL,NULL,.7829731,.9086361,.7403058,.3259702,75471,51504,83329
Archer County,48009,48009,TX,Texas,.1066667,NULL,.1066667,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.7655719,.8342441,.7588779,.1157128,80073,50698,82394
Armstrong County,48011,48011,TX,Texas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7678698,.9074074,.7498001,.0934238,79808,86721,79471
Atascosa County,48013,48013,TX,Texas,.1313253,.145055,NULL,13071,13011,NULL,.1743119,.1969697,n/a*,NULL,NULL,NULL,110,NULL,NULL,.8670591,.9232874,.77733,.6612394,73390,60051,92587
Austin County,48015,48015,TX,Texas,.1236162,NULL,.1132075,16939,NULL,NULL,.1343284,n/a*,.0333333,NULL,NULL,NULL,149,NULL,NULL,.7645773,.9288005,.6908908,.3734145,80769,56339,89989
Bailey County,48017,48017,TX,Texas,.1170213,.1182796,NULL,NULL,NULL,NULL,0,0,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8230088,.949166,.6548438,.6692047,62434,44538,79485
Bandera County,48019,48019,TX,Texas,.0870787,NULL,.0852273,NULL,NULL,NULL,.0967742,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.7619619,.8525435,.7412319,.2173873,70305,60743,71863
Bastrop County,48021,48021,TX,Texas,.1380471,.1351351,.1486989,15575,NULL,16427,.1170732,.3,.15,NULL,NULL,NULL,124,NULL,128,.7945516,.9235243,.7143964,.4801669,82572,81974,82838
Baylor County,48023,48023,TX,Texas,.0925926,NULL,.0925926,NULL,NULL,NULL,.4,n/a**,.4,NULL,NULL,NULL,NULL,NULL,NULL,.8030843,.92,.7888199,.1506544,60098,82314,57840
Bee County,48025,48025,TX,Texas,.118863,.1246537,NULL,NULL,NULL,NULL,.1086956,.1111111,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8984308,.950344,.8085707,.6821144,60273,55153,67102
Bell County,48027,48027,TX,Texas,.1904845,.1995134,.1863014,16840,15005,19828,.1537054,.1605691,.1058824,8020,7391,NULL,148,132,176,.7503058,.7927324,.7076644,.5518386,69088,61459,76849
Bexar County,48029,48029,TX,Texas,.1767323,.1742873,.1640164,18490,17187,19393,.1084752,.1211219,.0470914,11714,11590,NULL,143,129,183,.7287759,.7939776,.5845484,.7270349,74351,62749,97167
Blanco County,48031,48031,TX,Texas,.1016043,NULL,.1016043,NULL,NULL,NULL,.1052632,n/a**,.1052632,NULL,NULL,NULL,NULL,NULL,NULL,.7285832,.8521425,.6985013,.2275911,85285,59424,90292
Borden County,48033,48033,TX,Texas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.650108,.95,.6365688,.1052632,85046,93308,84613
Bosque County,48035,48035,TX,Texas,.1170213,NULL,.1295547,NULL,NULL,NULL,.1818182,n/a**,.1875,NULL,NULL,NULL,NULL,NULL,NULL,.8149973,.9092991,.7959467,.218243,65377,51771,67767
Bowie County,48037,48037,TX,Texas,.1131687,NULL,.1078431,17342,NULL,19812,.1515151,n/a*,.1428571,NULL,NULL,NULL,126,NULL,NULL,.7868608,.8743925,.7431306,.3697999,67781,56278,73373
Brazoria County,48039,48039,TX,Texas,.1545565,.1942809,.1009259,20340,23136,15094,.0800451,.0714286,.0733945,11161,NULL,NULL,167,176,151,.7267791,.7635428,.6911792,.539376,93145,80948,103421
Brazos County,48041,48041,TX,Texas,.1771218,.137037,.1927636,21496,16670,22325,.0909091,.1756757,.0744337,NULL,NULL,NULL,162,119,183,.5540112,.7032534,.4424683,.4505596,71726,54638,82692
Brewster County,48043,48043,TX,Texas,.1741935,NULL,NULL,NULL,NULL,NULL,.0740741,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.6060606,.7735057,.4823043,.4876302,60719,50421,67695
Briscoe County,48045,48045,TX,Texas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7728102,.9620596,.6767538,.427555,58155,40137,66496
Brooks County,48047,48047,TX,Texas,.1068702,.1068702,NULL,NULL,NULL,NULL,.0714286,.0714286,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8235578,.8380336,.6223022,.9442897,41408,41723,38111
Brown County,48049,48049,TX,Texas,.1618123,NULL,.1647059,15476,NULL,15688,.15,n/a**,.1530612,NULL,NULL,NULL,146,NULL,145,.8067024,.8867208,.7834529,.2796691,64580,58103,66289
Burleson County,48051,48051,TX,Texas,.1045296,NULL,.0996169,NULL,NULL,NULL,.1333333,n/a**,.1153846,NULL,NULL,NULL,NULL,NULL,NULL,.8289771,.9361643,.7858597,.3496613,72427,49126,82731
Burnet County,48053,48053,TX,Texas,.1092105,NULL,.1092105,13315,NULL,13315,.0963855,n/a**,.0963855,NULL,NULL,NULL,145,NULL,145,.7486533,.8251737,.7298608,.2624044,79066,64400,82138
Caldwell County,48055,48055,TX,Texas,.124269,.0853081,NULL,11700,NULL,NULL,.1176471,.1111111,n/a*,NULL,NULL,NULL,80,NULL,NULL,.852274,.9385827,.756008,.5969663,69537,58327,80160
Calhoun County,48057,48057,TX,Texas,.0773639,.0812721,.0185185,NULL,NULL,NULL,.1111111,.1304348,0,NULL,NULL,NULL,NULL,NULL,NULL,.8501555,.9037288,.794507,.5728894,70543,62196,78752
Callahan County,48059,48059,TX,Texas,.1462264,NULL,.1476191,NULL,NULL,NULL,.0645161,n/a**,.0645161,NULL,NULL,NULL,NULL,NULL,NULL,.809173,.8224016,.8076567,.1358025,59335,55934,59666
Cameron County,48061,48061,TX,Texas,.1699875,.1730462,.0422535,11454,11463,NULL,.0924908,.0912442,0,6611,6678,NULL,90,89,NULL,.8302979,.8490515,.6925714,n/a**,53325,50175,72852
Camp County,48063,48063,TX,Texas,.1071429,NULL,NULL,NULL,NULL,NULL,.1851852,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.81426,.8418484,.798179,.4399438,56091,45025,62246
Carson County,48065,48065,TX,Texas,.1473684,NULL,.1473684,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.6961806,.7628362,.6886559,.140252,84978,83195,85157
